course_id,date,course_title,count
04ba6d0b40670c43a209141fa01fa784,2016-03,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2016-04,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2016-05,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2016-06,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2016-07,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2016-08,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2016-09,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2016-10,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2016-11,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2016-12,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2017-01,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2017-02,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2017-03,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2017-04,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2017-05,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2017-06,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2017-07,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2017-08,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2017-09,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2017-10,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2017-11,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2017-12,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2018-01,Анимация интерфейсов,0.0
04ba6d0b40670c43a209141fa01fa784,2018-02,Анимация интерфейсов,43.0
04ba6d0b40670c43a209141fa01fa784,2018-03,Анимация интерфейсов,53.0
04ba6d0b40670c43a209141fa01fa784,2018-04,Анимация интерфейсов,62.0
04ba6d0b40670c43a209141fa01fa784,2018-05,Анимация интерфейсов,70.0
04ba6d0b40670c43a209141fa01fa784,2018-06,Анимация интерфейсов,101.0
04ba6d0b40670c43a209141fa01fa784,2018-07,Анимация интерфейсов,143.0
04ba6d0b40670c43a209141fa01fa784,2018-08,Анимация интерфейсов,149.0
04ba6d0b40670c43a209141fa01fa784,2018-09,Анимация интерфейсов,154.0
04ba6d0b40670c43a209141fa01fa784,2018-10,Анимация интерфейсов,179.0
04ba6d0b40670c43a209141fa01fa784,2018-11,Анимация интерфейсов,173.0
04ba6d0b40670c43a209141fa01fa784,2018-12,Анимация интерфейсов,152.0
04ba6d0b40670c43a209141fa01fa784,2019-01,Анимация интерфейсов,221.0
04ba6d0b40670c43a209141fa01fa784,2019-02,Анимация интерфейсов,185.0
04ba6d0b40670c43a209141fa01fa784,2019-03,Анимация интерфейсов,175.0
04ba6d0b40670c43a209141fa01fa784,2019-04,Анимация интерфейсов,111.0
04ba6d0b40670c43a209141fa01fa784,2019-05,Анимация интерфейсов,99.0
04ba6d0b40670c43a209141fa01fa784,2019-06,Анимация интерфейсов,99.0
04ba6d0b40670c43a209141fa01fa784,2019-07,Анимация интерфейсов,48.0
0770b1b039964228294f1f34b29fc2c1,2016-03,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2016-04,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2016-05,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2016-06,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2016-07,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2016-08,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2016-09,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2016-10,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2016-11,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2016-12,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2017-01,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2017-02,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2017-03,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2017-04,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2017-05,Руководитель digital-проектов,1.0
0770b1b039964228294f1f34b29fc2c1,2017-06,Руководитель digital-проектов,2.0
0770b1b039964228294f1f34b29fc2c1,2017-07,Руководитель digital-проектов,1.0
0770b1b039964228294f1f34b29fc2c1,2017-08,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2017-09,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2017-10,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2017-11,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2017-12,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2018-01,Руководитель digital-проектов,0.0
0770b1b039964228294f1f34b29fc2c1,2018-02,Руководитель digital-проектов,240.0
0770b1b039964228294f1f34b29fc2c1,2018-03,Руководитель digital-проектов,245.0
0770b1b039964228294f1f34b29fc2c1,2018-04,Руководитель digital-проектов,231.0
0770b1b039964228294f1f34b29fc2c1,2018-05,Руководитель digital-проектов,230.0
0770b1b039964228294f1f34b29fc2c1,2018-06,Руководитель digital-проектов,284.0
0770b1b039964228294f1f34b29fc2c1,2018-07,Руководитель digital-проектов,276.0
0770b1b039964228294f1f34b29fc2c1,2018-08,Руководитель digital-проектов,279.0
0770b1b039964228294f1f34b29fc2c1,2018-09,Руководитель digital-проектов,299.0
0770b1b039964228294f1f34b29fc2c1,2018-10,Руководитель digital-проектов,337.0
0770b1b039964228294f1f34b29fc2c1,2018-11,Руководитель digital-проектов,292.0
0770b1b039964228294f1f34b29fc2c1,2018-12,Руководитель digital-проектов,292.0
0770b1b039964228294f1f34b29fc2c1,2019-01,Руководитель digital-проектов,376.0
0770b1b039964228294f1f34b29fc2c1,2019-02,Руководитель digital-проектов,374.0
0770b1b039964228294f1f34b29fc2c1,2019-03,Руководитель digital-проектов,385.0
0770b1b039964228294f1f34b29fc2c1,2019-04,Руководитель digital-проектов,284.0
0770b1b039964228294f1f34b29fc2c1,2019-05,Руководитель digital-проектов,291.0
0770b1b039964228294f1f34b29fc2c1,2019-06,Руководитель digital-проектов,231.0
0770b1b039964228294f1f34b29fc2c1,2019-07,Руководитель digital-проектов,174.0
17013cd19d25cb3f28dc1b2683721bb9,2016-03,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2016-04,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2016-05,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2016-06,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2016-07,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2016-08,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2016-09,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2016-10,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2016-11,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2016-12,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2017-01,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2017-02,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2017-03,Веб-дизайн Базовый,3.0
17013cd19d25cb3f28dc1b2683721bb9,2017-04,Веб-дизайн Базовый,4.0
17013cd19d25cb3f28dc1b2683721bb9,2017-05,Веб-дизайн Базовый,2.0
17013cd19d25cb3f28dc1b2683721bb9,2017-06,Веб-дизайн Базовый,1.0
17013cd19d25cb3f28dc1b2683721bb9,2017-07,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2017-08,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2017-09,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2017-10,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2017-11,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2017-12,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2018-01,Веб-дизайн Базовый,0.0
17013cd19d25cb3f28dc1b2683721bb9,2018-02,Веб-дизайн Базовый,209.0
17013cd19d25cb3f28dc1b2683721bb9,2018-03,Веб-дизайн Базовый,302.0
17013cd19d25cb3f28dc1b2683721bb9,2018-04,Веб-дизайн Базовый,394.0
17013cd19d25cb3f28dc1b2683721bb9,2018-05,Веб-дизайн Базовый,466.0
17013cd19d25cb3f28dc1b2683721bb9,2018-06,Веб-дизайн Базовый,500.0
17013cd19d25cb3f28dc1b2683721bb9,2018-07,Веб-дизайн Базовый,474.0
17013cd19d25cb3f28dc1b2683721bb9,2018-08,Веб-дизайн Базовый,384.0
17013cd19d25cb3f28dc1b2683721bb9,2018-09,Веб-дизайн Базовый,322.0
17013cd19d25cb3f28dc1b2683721bb9,2018-10,Веб-дизайн Базовый,263.0
17013cd19d25cb3f28dc1b2683721bb9,2018-11,Веб-дизайн Базовый,229.0
17013cd19d25cb3f28dc1b2683721bb9,2018-12,Веб-дизайн Базовый,193.0
17013cd19d25cb3f28dc1b2683721bb9,2019-01,Веб-дизайн Базовый,201.0
17013cd19d25cb3f28dc1b2683721bb9,2019-02,Веб-дизайн Базовый,158.0
17013cd19d25cb3f28dc1b2683721bb9,2019-03,Веб-дизайн Базовый,124.0
17013cd19d25cb3f28dc1b2683721bb9,2019-04,Веб-дизайн Базовый,112.0
17013cd19d25cb3f28dc1b2683721bb9,2019-05,Веб-дизайн Базовый,80.0
17013cd19d25cb3f28dc1b2683721bb9,2019-06,Веб-дизайн Базовый,58.0
17013cd19d25cb3f28dc1b2683721bb9,2019-07,Веб-дизайн Базовый,35.0
480d25ad36878fce09e7aada316ba1a6,2016-03,Веб-разработчик,5.0
480d25ad36878fce09e7aada316ba1a6,2016-04,Веб-разработчик,0.0
480d25ad36878fce09e7aada316ba1a6,2016-05,Веб-разработчик,0.0
480d25ad36878fce09e7aada316ba1a6,2016-06,Веб-разработчик,0.0
480d25ad36878fce09e7aada316ba1a6,2016-07,Веб-разработчик,0.0
480d25ad36878fce09e7aada316ba1a6,2016-08,Веб-разработчик,0.0
480d25ad36878fce09e7aada316ba1a6,2016-09,Веб-разработчик,0.0
480d25ad36878fce09e7aada316ba1a6,2016-10,Веб-разработчик,0.0
480d25ad36878fce09e7aada316ba1a6,2016-11,Веб-разработчик,0.0
480d25ad36878fce09e7aada316ba1a6,2016-12,Веб-разработчик,0.0
480d25ad36878fce09e7aada316ba1a6,2017-01,Веб-разработчик,0.0
480d25ad36878fce09e7aada316ba1a6,2017-02,Веб-разработчик,0.0
480d25ad36878fce09e7aada316ba1a6,2017-03,Веб-разработчик,0.0
480d25ad36878fce09e7aada316ba1a6,2017-04,Веб-разработчик,1.0
480d25ad36878fce09e7aada316ba1a6,2017-05,Веб-разработчик,2.0
480d25ad36878fce09e7aada316ba1a6,2017-06,Веб-разработчик,2.0
480d25ad36878fce09e7aada316ba1a6,2017-07,Веб-разработчик,2.0
480d25ad36878fce09e7aada316ba1a6,2017-08,Веб-разработчик,0.0
480d25ad36878fce09e7aada316ba1a6,2017-09,Веб-разработчик,0.0
480d25ad36878fce09e7aada316ba1a6,2017-10,Веб-разработчик,0.0
480d25ad36878fce09e7aada316ba1a6,2017-11,Веб-разработчик,0.0
480d25ad36878fce09e7aada316ba1a6,2017-12,Веб-разработчик,0.0
480d25ad36878fce09e7aada316ba1a6,2018-01,Веб-разработчик,2.0
480d25ad36878fce09e7aada316ba1a6,2018-02,Веб-разработчик,185.0
480d25ad36878fce09e7aada316ba1a6,2018-03,Веб-разработчик,277.0
480d25ad36878fce09e7aada316ba1a6,2018-04,Веб-разработчик,375.0
480d25ad36878fce09e7aada316ba1a6,2018-05,Веб-разработчик,351.0
480d25ad36878fce09e7aada316ba1a6,2018-06,Веб-разработчик,413.0
480d25ad36878fce09e7aada316ba1a6,2018-07,Веб-разработчик,409.0
480d25ad36878fce09e7aada316ba1a6,2018-08,Веб-разработчик,252.0
480d25ad36878fce09e7aada316ba1a6,2018-09,Веб-разработчик,156.0
480d25ad36878fce09e7aada316ba1a6,2018-10,Веб-разработчик,154.0
480d25ad36878fce09e7aada316ba1a6,2018-11,Веб-разработчик,171.0
480d25ad36878fce09e7aada316ba1a6,2018-12,Веб-разработчик,111.0
480d25ad36878fce09e7aada316ba1a6,2019-01,Веб-разработчик,107.0
480d25ad36878fce09e7aada316ba1a6,2019-02,Веб-разработчик,124.0
480d25ad36878fce09e7aada316ba1a6,2019-03,Веб-разработчик,85.0
480d25ad36878fce09e7aada316ba1a6,2019-04,Веб-разработчик,62.0
480d25ad36878fce09e7aada316ba1a6,2019-05,Веб-разработчик,61.0
480d25ad36878fce09e7aada316ba1a6,2019-06,Веб-разработчик,61.0
480d25ad36878fce09e7aada316ba1a6,2019-07,Веб-разработчик,25.0
6e4837f0a65c68efbfdd0594d6774701,2016-03,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2016-04,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2016-05,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2016-06,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2016-07,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2016-08,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2016-09,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2016-10,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2016-11,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2016-12,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2017-01,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2017-02,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2017-03,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2017-04,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2017-05,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2017-06,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2017-07,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2017-08,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2017-09,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2017-10,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2017-11,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2017-12,Java-разработчик,0.0
6e4837f0a65c68efbfdd0594d6774701,2018-01,Java-разработчик,1.0
6e4837f0a65c68efbfdd0594d6774701,2018-02,Java-разработчик,29.0
6e4837f0a65c68efbfdd0594d6774701,2018-03,Java-разработчик,110.0
6e4837f0a65c68efbfdd0594d6774701,2018-04,Java-разработчик,90.0
6e4837f0a65c68efbfdd0594d6774701,2018-05,Java-разработчик,97.0
6e4837f0a65c68efbfdd0594d6774701,2018-06,Java-разработчик,143.0
6e4837f0a65c68efbfdd0594d6774701,2018-07,Java-разработчик,210.0
6e4837f0a65c68efbfdd0594d6774701,2018-08,Java-разработчик,198.0
6e4837f0a65c68efbfdd0594d6774701,2018-09,Java-разработчик,209.0
6e4837f0a65c68efbfdd0594d6774701,2018-10,Java-разработчик,258.0
6e4837f0a65c68efbfdd0594d6774701,2018-11,Java-разработчик,243.0
6e4837f0a65c68efbfdd0594d6774701,2018-12,Java-разработчик,405.0
6e4837f0a65c68efbfdd0594d6774701,2019-01,Java-разработчик,489.0
6e4837f0a65c68efbfdd0594d6774701,2019-02,Java-разработчик,473.0
6e4837f0a65c68efbfdd0594d6774701,2019-03,Java-разработчик,519.0
6e4837f0a65c68efbfdd0594d6774701,2019-04,Java-разработчик,317.0
6e4837f0a65c68efbfdd0594d6774701,2019-05,Java-разработчик,224.0
6e4837f0a65c68efbfdd0594d6774701,2019-06,Java-разработчик,141.0
6e4837f0a65c68efbfdd0594d6774701,2019-07,Java-разработчик,64.0
842218e7c983795934bbe4533c0888c8,2016-03,SMM-маркетолог от А до Я,0.0
842218e7c983795934bbe4533c0888c8,2016-04,SMM-маркетолог от А до Я,0.0
842218e7c983795934bbe4533c0888c8,2016-05,SMM-маркетолог от А до Я,0.0
